time,{controller}.c.spring_measure,{spring}.s.springforce,{wind}.w.windforce,{md}.m.x
0.6970000000000005,-0.0027256642,-0.004051664429497538,0.21453882030532195,7.386914560982074E-5
0.6980000000000005,-0.0027331567,-0.004062803008540141,0.2145595308967273,7.407191696884481E-5
0.6990000000000005,-0.0027406603,-0.004073955433286465,0.21458024085012756,7.42749399641162E-5
0.7000000000000005,-0.0027481713,-0.004085121698026391,0.21460095016461517,7.447821449184695E-5
0.7010000000000005,-0.0027556934,-0.004096301797051582,0.21462165883928264,7.468174044828142E-5
0.7020000000000005,-0.0027632229,-0.004107495724655478,0.21464236687322255,7.488551772970245E-5
0.7030000000000005,-0.0027707635,-0.004118703475133635,0.21466307426552744,7.508954623242516E-5
0.7040000000000005,-0.0027783115,-0.004129925042783384,0.2146837810152899,7.529382585280313E-5
0.7050000000000005,-0.0027858706,-0.004141160421904173,0.21470448712160253,7.54983564872222E-5
0.7060000000000005,-0.0027934408,-0.004152409606797221,0.21472519258355802,7.570313803210658E-5
0.7070000000000005,-0.0028010147,-0.004163672591765862,0.21474589740024902,7.590817038391273E-5
0.7080000000000005,-0.0028086034000000004,-0.0041749493711152,0.21476660157076824,7.611345343912927E-5
0.7090000000000005,-0.0028161995,-0.00418623993915211,0.21478730509420843,7.631898709428937E-5
0.7100000000000005,-0.002823803,-0.004197544290185915,0.21480800796966235,7.652477124595218E-5
0.7110000000000005,-0.0028314176,-0.00420886241852737,0.21482871019622277,7.673080579071515E-5
0.7120000000000005,-0.0028390395999999996,-0.004220194318489333,0.2148494117729825,7.693709062521402E-5
0.7130000000000005,-0.0028466727000000004,-0.004231539984386771,0.21487011269903444,7.714362564611664E-5
0.7140000000000005,-0.0028543132000000003,-0.004242899410536415,0.21489081297347143,7.735041075012908E-5
0.7150000000000005,-0.0028619648,-0.0042542725912571,0.21491151259538638,7.755744583398952E-5
0.7160000000000005,-0.0028696238,-0.004265659520869424,0.2149322115638722,7.776473079447432E-5
0.7170000000000005,-0.0028772939000000003,-0.004277060193696087,0.2149529098780219,7.797226552839187E-5
0.7180000000000005,-0.0028849751,-0.004288474604061553,0.21497360753692846,7.818004993258873E-5
